Customer_ID,Age,Gender,Location,Join_Date,Anciennete_Jours,Total_Spent,Nb_Achats,Montant_Total,Panier_Moyen,Premier_Achat,Dernier_Achat,Recence_Jours,Part_Clothing,Part_Footwear,Part_Outerwear,Part_Accessories,Canal_Prefere,Part_Online
2365,28,Male,Philadelphia,2021-11-25,1132,540.69,7,280.0,40.0,2023-01-20,2024-01-08,358,71.43,0.0,0.0,28.57,Online,71.43
2366,60,Female,Miami,2022-06-30,915,329.7,5,280.0,56.0,2023-04-27,2023-12-24,373,58.93,41.07,0.0,0.0,In-Store,0.0
2367,19,Female,San Diego,2021-06-02,1308,2031.41,26,1782.5,68.56,2023-02-12,2024-12-31,0,61.71,16.27,0.0,22.02,Online,80.77
2368,23,Female,Miami,2023-12-26,371,215.0,6,215.0,35.83,2023-12-26,2024-05-01,244,65.12,13.95,0.0,20.93,Online,66.67
2369,23,Male,Philadelphia,2022-03-04,1033,1024.27,13,797.5,61.35,2023-03-22,2024-09-28,94,48.9,27.59,0.0,23.51,Online,84.62
2370,18,Male,Dallas,2021-03-18,1384,1429.45,16,990.0,61.88,2023-06-24,2024-10-10,82,49.49,11.11,0.0,39.39,Online,87.5
2371,22,Female,San Diego,2023-02-16,684,467.5,15,467.5,31.17,2023-04-01,2024-11-13,48,47.06,26.74,0.0,26.2,Online,73.33
2372,21,Male,Los Angeles,2021-09-30,1188,230.21,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2373,50,Female,Los Angeles,2021-05-11,1330,850.65,8,627.5,78.44,2023-01-17,2024-12-05,26,42.23,9.56,44.62,3.59,In-Store,0.0
2374,48,Female,San Diego,2021-06-29,1281,678.37,7,385.0,55.0,2023-01-02,2024-06-07,207,55.84,0.0,38.96,5.19,In-Store,14.29
2375,21,Male,New York,2023-12-22,375,405.0,9,405.0,45.0,2024-02-14,2024-10-31,61,46.91,8.64,0.0,44.44,Online,66.67
2376,41,Female,Philadelphia,2023-09-23,465,1020.0,10,1020.0,102.0,2023-11-05,2024-12-23,8,47.06,41.18,11.76,0.0,In-Store,20.0
2377,29,Female,Philadelphia,2023-07-12,538,130.0,1,130.0,130.0,2023-09-09,2023-09-09,479,0.0,0.0,100.0,0.0,In-Store,0.0
2378,61,Male,New York,2021-09-16,1202,919.68,8,645.0,80.62,2023-02-04,2024-12-12,19,37.21,14.73,48.06,0.0,In-Store,25.0
2379,54,Male,Dallas,2022-01-10,1086,555.32,4,355.0,88.75,2023-09-26,2024-07-10,174,76.06,23.94,0.0,0.0,In-Store,25.0
2380,69,Male,Los Angeles,2022-12-28,734,2396.59,17,2395.0,140.88,2023-11-03,2024-12-28,3,30.06,16.08,53.86,0.0,In-Store,5.88
2381,47,Female,New York,2023-07-09,541,600.0,6,600.0,100.0,2023-08-16,2024-07-12,172,18.33,0.0,71.67,10.0,Online,66.67
2382,45,Female,San Antonio,2024-03-02,304,185.0,3,185.0,61.67,2024-03-03,2024-06-06,208,100.0,0.0,0.0,0.0,In-Store,0.0
2383,33,Male,Houston,2021-10-23,1165,355.67,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2384,40,Female,Houston,2023-12-21,376,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2385,40,Female,Phoenix,2021-11-09,1148,333.62,2,87.5,43.75,2023-04-14,2023-06-27,553,74.29,0.0,0.0,25.71,Online,100.0
2386,35,Female,Houston,2023-11-02,425,180.0,3,180.0,60.0,2023-12-04,2024-02-22,313,83.33,0.0,0.0,16.67,Online,66.67
2387,40,Female,Phoenix,2023-04-11,630,20.0,1,20.0,20.0,2023-08-01,2023-08-01,518,0.0,0.0,0.0,100.0,In-Store,0.0
2388,47,Female,Los Angeles,2024-05-17,228,450.0,3,450.0,150.0,2024-08-30,2024-12-30,1,0.0,0.0,100.0,0.0,In-Store,33.33
2389,30,Female,Los Angeles,2022-10-16,807,1971.16,12,1935.0,161.25,2023-04-26,2024-12-07,24,3.36,0.0,96.64,0.0,Online,58.33
2390,26,Male,San Diego,2021-08-27,1222,274.01,4,185.0,46.25,2023-07-20,2024-04-19,256,51.35,0.0,0.0,48.65,Online,100.0
2391,50,Female,Dallas,2023-01-28,703,1628.0,10,1628.0,162.8,2023-09-05,2024-12-20,11,7.68,17.51,73.71,1.11,In-Store,20.0
2392,40,Female,Dallas,2021-01-22,1439,1939.07,14,1397.5,99.82,2023-01-03,2024-11-07,54,22.9,6.08,65.12,5.9,In-Store,7.14
2393,39,Male,Los Angeles,2022-05-08,968,1126.77,6,990.0,165.0,2023-08-13,2024-08-11,142,0.0,0.0,100.0,0.0,In-Store,33.33
2394,36,Male,Miami,2024-04-30,245,22.5,1,22.5,22.5,2024-06-30,2024-06-30,184,0.0,0.0,0.0,100.0,In-Store,0.0
2395,36,Male,Los Angeles,2022-07-05,910,1481.75,6,1340.0,223.33,2023-06-30,2024-11-07,54,0.0,0.0,100.0,0.0,In-Store,50.0
2396,19,Female,Houston,2022-05-12,964,843.76,9,685.0,76.11,2023-03-30,2024-11-26,35,75.91,10.22,0.0,13.87,Online,100.0
2397,28,Male,Chicago,2024-01-12,354,352.5,4,352.5,88.12,2024-07-26,2024-12-20,11,22.7,70.92,0.0,6.38,Online,75.0
2398,19,Male,San Antonio,2022-10-18,805,1392.21,23,1353.0,58.83,2023-01-21,2024-12-20,11,62.82,13.3,0.0,23.87,Online,95.65
2399,19,Male,Los Angeles,2022-10-20,803,452.5,4,428.0,107.0,2023-06-06,2024-06-03,211,0.0,85.28,0.0,14.72,Online,100.0
2400,24,Male,New York,2023-07-31,519,786.0,10,786.0,78.6,2023-08-18,2024-06-28,186,21.63,41.35,0.0,37.02,Online,100.0
2401,34,Male,Los Angeles,2022-08-07,877,900.12,5,840.0,168.0,2023-01-17,2024-07-29,155,0.0,0.0,100.0,0.0,In-Store,20.0
2402,41,Female,San Diego,2021-02-05,1425,477.3,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2403,38,Female,San Antonio,2023-08-12,507,180.0,1,180.0,180.0,2023-09-23,2023-09-23,465,0.0,0.0,100.0,0.0,Online,100.0
2404,28,Male,Chicago,2022-05-31,945,513.83,9,435.0,48.33,2023-04-24,2024-06-27,187,74.71,8.05,0.0,17.24,Online,66.67
2405,51,Male,Chicago,2021-07-18,1262,201.43,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2406,35,Female,Philadelphia,2022-05-11,965,2197.61,14,2050.0,146.43,2023-03-02,2024-12-27,4,0.0,0.0,100.0,0.0,In-Store,28.57
2407,21,Male,San Antonio,2023-03-15,657,1345.5,23,1345.5,58.5,2023-03-23,2024-12-13,18,53.51,0.0,0.0,46.49,Online,95.65
2408,19,Male,San Diego,2021-03-12,1390,833.67,6,395.0,65.83,2023-02-27,2024-10-15,77,54.43,36.71,0.0,8.86,Online,83.33
2409,28,Female,Miami,2021-03-20,1382,1812.38,10,1595.0,159.5,2023-04-21,2024-12-30,1,5.33,0.0,94.67,0.0,In-Store,20.0
2410,59,Male,Los Angeles,2021-12-24,1103,848.46,10,760.5,76.05,2023-03-14,2024-11-30,31,46.02,0.0,40.76,13.21,In-Store,10.0
2411,45,Male,Chicago,2021-04-28,1343,2724.53,22,2343.0,106.5,2023-01-17,2024-12-29,2,24.11,11.1,60.18,4.61,In-Store,4.55
2412,49,Male,Miami,2023-03-01,671,435.0,7,435.0,62.14,2023-03-16,2024-01-19,347,80.46,19.54,0.0,0.0,In-Store,14.29
2413,54,Female,Houston,2022-01-02,1094,1167.98,9,920.0,102.22,2023-02-14,2024-12-26,5,19.02,27.72,53.26,0.0,In-Store,11.11
2414,21,Male,San Diego,2022-04-11,995,1161.7,18,1033.0,57.39,2023-01-18,2024-12-28,3,50.82,32.91,0.0,16.26,Online,77.78
2415,21,Female,Phoenix,2023-06-10,570,279.0,7,279.0,39.86,2023-06-23,2024-12-07,24,64.52,10.75,0.0,24.73,Online,85.71
2416,37,Male,Houston,2021-10-05,1183,357.82,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2417,37,Female,San Antonio,2023-07-19,531,1030.0,5,1030.0,206.0,2023-11-18,2024-10-19,73,0.0,0.0,100.0,0.0,Online,60.0
2418,28,Male,Miami,2022-03-01,1036,212.99,1,40.0,40.0,2024-12-13,2024-12-13,18,0.0,0.0,0.0,100.0,Online,100.0
2419,57,Male,San Diego,2024-03-31,275,335.0,3,335.0,111.67,2024-05-16,2024-08-28,125,44.78,10.45,44.78,0.0,In-Store,0.0
2420,38,Female,Phoenix,2023-12-17,380,390.0,2,390.0,195.0,2024-02-16,2024-10-04,88,0.0,0.0,100.0,0.0,Online,50.0
2421,19,Male,Phoenix,2022-12-20,742,1631.39,29,1628.5,56.16,2023-02-24,2024-12-29,2,71.54,11.67,0.0,16.79,Online,86.21
2422,54,Female,Philadelphia,2024-02-18,317,130.0,1,130.0,130.0,2024-06-17,2024-06-17,197,0.0,0.0,100.0,0.0,In-Store,0.0
2423,24,Female,San Antonio,2024-06-08,206,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2424,20,Female,Chicago,2023-05-31,580,732.5,14,732.5,52.32,2023-06-10,2024-12-15,16,81.23,9.56,0.0,9.22,Online,85.71
2425,28,Female,New York,2023-12-23,374,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2426,39,Female,New York,2021-08-25,1224,1044.54,4,800.0,200.0,2023-03-15,2023-06-05,575,0.0,13.75,86.25,0.0,In-Store,25.0
2427,27,Female,Chicago,2023-11-16,411,465.0,7,465.0,66.43,2023-12-07,2024-09-11,111,10.75,69.89,0.0,19.35,Online,85.71
2428,37,Female,San Antonio,2021-09-09,1209,1287.56,6,1150.0,191.67,2023-05-11,2024-11-21,40,0.0,0.0,100.0,0.0,Online,50.0
2429,27,Male,Houston,2024-03-07,299,205.5,6,205.5,34.25,2024-04-11,2024-12-28,3,48.66,31.63,0.0,19.71,Online,100.0
2430,51,Female,New York,2021-01-08,1453,995.94,8,688.0,86.0,2023-01-25,2024-12-18,13,75.58,0.0,21.8,2.62,In-Store,25.0
2431,42,Female,Phoenix,2021-03-15,1387,1694.6,14,1315.0,93.93,2023-01-05,2024-12-31,0,47.15,15.59,37.26,0.0,In-Store,21.43
2432,40,Female,Chicago,2021-03-05,1397,480.74,1,120.0,120.0,2023-11-14,2023-11-14,413,0.0,0.0,0.0,100.0,Online,100.0
2433,50,Male,Los Angeles,2022-03-16,1021,601.72,5,450.0,90.0,2023-03-08,2024-11-09,52,20.0,0.0,60.0,20.0,In-Store,40.0
2434,41,Female,San Diego,2023-08-30,489,690.0,4,690.0,172.5,2023-12-29,2024-10-04,88,0.0,0.0,100.0,0.0,In-Store,25.0
2435,41,Female,Dallas,2023-10-29,429,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2436,42,Female,Los Angeles,2024-05-14,231,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2437,29,Male,New York,2024-05-01,244,660.0,4,660.0,165.0,2024-05-04,2024-09-15,107,0.0,0.0,100.0,0.0,Online,75.0
2438,47,Male,Miami,2022-05-12,964,1210.3,15,1080.0,72.0,2023-01-31,2024-12-03,28,40.28,10.19,48.15,1.39,In-Store,13.33
2439,57,Female,Los Angeles,2022-08-13,871,1476.25,13,1411.0,108.54,2023-06-02,2024-12-25,6,12.4,19.84,65.2,2.55,In-Store,15.38
2440,36,Female,Chicago,2023-01-03,728,110.0,1,110.0,110.0,2023-06-17,2023-06-17,563,0.0,100.0,0.0,0.0,Online,100.0
2441,19,Male,San Antonio,2022-11-09,783,441.51,4,403.0,100.75,2023-02-04,2023-09-06,482,32.26,63.28,0.0,4.47,In-Store,50.0
2442,51,Female,Houston,2021-04-06,1365,1605.71,11,1255.0,114.09,2023-03-22,2024-12-07,24,14.34,25.1,55.78,4.78,In-Store,27.27
2443,18,Male,Philadelphia,2021-08-03,1246,770.26,10,610.5,61.05,2023-02-15,2024-02-17,318,20.48,18.84,0.0,60.69,Online,80.0
2444,32,Male,Houston,2023-06-04,576,45.0,1,45.0,45.0,2023-06-16,2023-06-16,564,0.0,0.0,0.0,100.0,Online,100.0
2445,24,Male,Phoenix,2022-08-25,859,102.64,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2446,49,Female,Phoenix,2021-09-20,1198,2456.48,22,2153.0,97.86,2023-01-31,2024-12-19,12,31.12,18.35,49.7,0.84,In-Store,0.0
2447,23,Female,Houston,2022-09-23,830,122.19,2,56.0,28.0,2023-03-03,2023-04-13,628,0.0,0.0,0.0,100.0,Online,50.0
2448,34,Female,San Antonio,2022-07-17,898,218.92,3,110.0,36.67,2023-03-22,2023-06-30,550,72.73,0.0,0.0,27.27,Online,66.67
2449,20,Male,San Diego,2023-03-11,661,342.0,8,342.0,42.75,2023-09-11,2024-02-07,328,61.4,17.54,0.0,21.05,Online,87.5
2450,38,Female,Dallas,2022-07-06,909,234.8,2,140.0,70.0,2023-07-11,2023-07-14,536,39.29,60.71,0.0,0.0,Online,100.0
2451,43,Female,San Diego,2022-11-12,780,2032.21,12,2010.0,167.5,2023-01-10,2024-12-06,25,0.0,0.0,100.0,0.0,In-Store,41.67
2452,23,Male,Philadelphia,2021-07-28,1252,750.07,10,452.5,45.25,2023-05-30,2024-10-20,72,38.67,32.04,0.0,29.28,Online,80.0
2453,43,Male,Dallas,2021-11-18,1139,991.45,8,730.0,91.25,2023-03-04,2024-12-27,4,16.44,34.25,49.32,0.0,In-Store,0.0
2454,37,Female,San Diego,2024-06-03,211,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2455,19,Male,Philadelphia,2021-11-15,1142,719.02,9,496.0,55.11,2023-04-22,2024-04-17,258,70.56,0.0,0.0,29.44,Online,88.89
2456,33,Male,Chicago,2024-06-08,206,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2457,47,Female,Miami,2022-02-03,1062,235.36,2,45.0,22.5,2023-08-09,2023-12-05,392,0.0,66.67,0.0,33.33,Online,50.0
2458,47,Female,Phoenix,2023-10-13,445,1135.0,11,1135.0,103.18,2023-11-13,2024-11-26,35,49.78,14.98,35.24,0.0,In-Store,27.27
2459,20,Male,San Diego,2022-11-27,765,22.83,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2460,56,Female,San Diego,2021-04-05,1366,800.05,8,630.0,78.75,2023-01-01,2024-12-09,22,28.57,22.22,49.21,0.0,In-Store,0.0
2461,44,Male,Miami,2022-07-05,910,506.45,2,360.0,180.0,2023-11-05,2023-12-24,373,0.0,0.0,100.0,0.0,In-Store,50.0
2462,58,Male,New York,2022-10-05,818,1067.38,7,1025.0,146.43,2023-03-09,2024-11-17,44,12.68,16.59,64.39,6.34,In-Store,0.0
2463,24,Male,Chicago,2021-04-26,1345,581.14,2,90.0,45.0,2023-03-17,2024-03-07,299,0.0,0.0,0.0,100.0,Online,50.0
2464,58,Female,Philadelphia,2022-01-10,1086,746.08,5,520.0,104.0,2023-03-27,2024-12-20,11,28.85,21.15,50.0,0.0,In-Store,20.0
2465,23,Female,Chicago,2022-10-19,804,54.49,1,40.0,40.0,2023-01-01,2023-01-01,730,100.0,0.0,0.0,0.0,Online,100.0
2466,20,Female,Houston,2023-04-27,614,425.0,6,425.0,70.83,2023-08-28,2024-11-30,31,54.12,0.0,42.35,3.53,Online,66.67
2467,23,Male,New York,2021-11-18,1139,342.53,2,120.0,60.0,2023-04-17,2023-08-08,511,75.0,25.0,0.0,0.0,Online,100.0
2468,27,Male,San Antonio,2023-02-08,692,220.0,3,220.0,73.33,2023-05-09,2023-11-14,413,79.55,0.0,0.0,20.45,Online,100.0
2469,56,Male,San Diego,2021-07-06,1274,1311.72,9,895.0,99.44,2023-07-26,2024-12-27,4,34.64,12.29,48.04,5.03,In-Store,22.22
2470,25,Female,New York,2023-07-24,526,444.0,5,444.0,88.8,2023-12-15,2024-10-03,89,81.08,0.0,0.0,18.92,Online,60.0
2471,64,Female,Chicago,2023-04-04,637,765.0,11,765.0,69.55,2023-04-20,2024-11-10,51,61.44,18.95,19.61,0.0,In-Store,18.18
2472,31,Female,Chicago,2023-11-20,407,210.0,3,210.0,70.0,2023-12-14,2024-06-30,184,0.0,0.0,57.14,42.86,Online,66.67
2473,18,Male,San Diego,2022-05-13,963,1020.74,14,865.0,61.79,2023-05-24,2024-10-14,78,46.82,25.43,0.0,27.75,Online,85.71
2474,48,Male,Philadelphia,2024-06-03,211,235.0,3,235.0,78.33,2024-09-06,2024-11-23,38,48.94,0.0,51.06,0.0,In-Store,33.33
2475,35,Female,Los Angeles,2023-12-20,377,920.0,6,920.0,153.33,2024-06-19,2024-11-09,52,0.0,0.0,100.0,0.0,Online,66.67
2476,26,Female,Los Angeles,2024-04-28,247,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2477,41,Female,Philadelphia,2021-08-22,1227,914.68,6,820.0,136.67,2023-05-09,2024-05-12,233,20.73,13.41,65.85,0.0,In-Store,33.33
2478,23,Female,New York,2022-09-20,833,17.94,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2479,45,Male,Phoenix,2024-02-06,329,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2480,19,Male,Phoenix,2024-06-30,184,18.0,1,18.0,18.0,2024-08-30,2024-08-30,123,0.0,0.0,0.0,100.0,Online,100.0
2481,29,Female,San Antonio,2021-12-22,1105,257.35,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2482,52,Male,Chicago,2022-03-27,1010,1987.71,18,1765.0,98.06,2023-03-04,2024-12-18,13,17.56,9.92,66.86,5.67,In-Store,0.0
2483,21,Male,Phoenix,2021-12-06,1121,913.1,10,695.0,69.5,2023-03-19,2024-12-24,7,79.86,0.0,0.0,20.14,Online,80.0
2484,51,Female,Philadelphia,2024-03-22,284,110.0,3,110.0,36.67,2024-10-26,2024-12-27,4,100.0,0.0,0.0,0.0,In-Store,0.0
2485,40,Female,Phoenix,2023-05-21,590,1350.0,12,1350.0,112.5,2023-07-01,2024-12-04,27,65.93,0.0,34.07,0.0,In-Store,16.67
2486,33,Male,Los Angeles,2023-03-28,644,250.0,4,250.0,62.5,2023-05-14,2024-03-26,280,10.0,12.0,60.0,18.0,Online,75.0
2487,45,Female,Phoenix,2021-05-28,1313,380.36,1,15.0,15.0,2023-02-23,2023-02-23,677,0.0,0.0,0.0,100.0,Online,100.0
2488,35,Female,Houston,2022-08-26,858,84.94,1,35.0,35.0,2023-06-28,2023-06-28,552,0.0,100.0,0.0,0.0,Online,100.0
2489,30,Female,Miami,2024-05-24,221,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2490,36,Female,San Antonio,2023-11-11,416,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2491,42,Male,Houston,2021-10-24,1164,526.4,3,225.0,75.0,2023-07-08,2024-06-29,185,24.44,0.0,66.67,8.89,In-Store,0.0
2492,51,Female,San Antonio,2022-12-18,744,455.97,8,450.0,56.25,2023-03-03,2024-10-13,79,65.56,7.78,26.67,0.0,In-Store,12.5
2493,58,Female,Miami,2022-09-02,851,902.88,9,852.5,94.72,2023-06-04,2024-11-06,55,30.5,9.97,51.61,7.92,In-Store,22.22
2494,67,Male,Dallas,2023-05-25,586,1030.0,7,1030.0,147.14,2023-05-26,2024-11-13,48,6.8,0.0,93.2,0.0,In-Store,0.0
2495,34,Female,Los Angeles,2023-02-25,675,338.0,7,338.0,48.29,2023-06-27,2024-08-11,142,48.82,10.36,0.0,40.83,Online,71.43
2496,23,Female,Chicago,2021-04-22,1349,559.57,11,408.5,37.14,2023-05-05,2024-02-04,331,29.38,33.05,0.0,37.58,Online,90.91
2497,40,Male,Houston,2021-08-28,1221,468.99,1,85.0,85.0,2023-03-29,2023-03-29,643,0.0,100.0,0.0,0.0,In-Store,0.0
2498,22,Female,Philadelphia,2022-08-17,867,108.63,2,80.0,40.0,2024-03-23,2024-06-07,207,0.0,0.0,0.0,100.0,Online,50.0
2499,41,Male,Houston,2022-02-25,1040,657.57,6,515.0,85.83,2023-07-28,2024-11-16,45,34.95,16.5,48.54,0.0,In-Store,0.0
2500,25,Male,Phoenix,2021-01-13,1448,565.82,7,392.5,56.07,2023-07-26,2024-08-26,127,50.96,33.12,0.0,15.92,Online,85.71
2501,35,Female,Houston,2022-11-14,778,375.02,2,360.0,180.0,2023-03-22,2023-11-04,423,0.0,0.0,100.0,0.0,Online,100.0
2502,31,Female,San Diego,2021-02-09,1421,2997.47,18,2780.0,154.44,2023-06-02,2024-12-21,10,5.04,1.08,93.88,0.0,Online,55.56
2503,51,Male,Phoenix,2022-09-12,841,731.89,5,660.0,132.0,2023-04-22,2023-06-18,562,32.58,12.88,54.55,0.0,In-Store,20.0
2504,50,Male,Dallas,2023-10-29,429,1360.0,12,1360.0,113.33,2023-12-04,2024-11-21,40,37.13,18.75,41.18,2.94,In-Store,0.0
2505,32,Male,Houston,2022-06-12,933,157.04,1,30.0,30.0,2023-11-13,2023-11-13,414,100.0,0.0,0.0,0.0,Online,100.0
2506,23,Female,New York,2023-05-17,594,984.0,17,984.0,57.88,2023-05-19,2024-12-28,3,47.76,8.64,27.44,16.16,Online,100.0
2507,49,Male,Los Angeles,2024-03-08,298,688.0,6,688.0,114.67,2024-03-20,2024-12-25,6,21.8,14.53,61.05,2.62,In-Store,0.0
2508,18,Female,Miami,2023-03-03,669,65.0,2,65.0,32.5,2023-04-24,2023-04-28,613,100.0,0.0,0.0,0.0,Online,100.0
2509,33,Female,Houston,2023-12-24,373,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2510,39,Male,Philadelphia,2022-12-06,756,360.77,4,348.0,87.0,2023-11-24,2024-10-18,74,0.0,0.0,43.1,56.9,Online,75.0
2511,42,Male,San Diego,2022-05-09,967,158.84,2,70.0,35.0,2024-05-26,2024-07-05,179,0.0,0.0,0.0,100.0,Online,50.0
2512,40,Female,Phoenix,2024-03-07,299,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2513,25,Female,Dallas,2021-07-26,1254,1115.69,8,718.0,89.75,2023-04-10,2023-12-15,382,64.76,32.73,0.0,2.51,Online,87.5
2514,28,Female,Houston,2022-11-04,788,163.21,3,130.0,43.33,2023-08-15,2024-09-07,115,76.92,0.0,0.0,23.08,Online,100.0
2515,23,Female,San Antonio,2022-03-31,1006,1717.39,28,1609.0,57.46,2023-02-04,2024-12-20,11,50.96,26.1,0.0,22.93,Online,78.57
2516,35,Female,Miami,2023-01-17,714,1495.0,9,1495.0,166.11,2023-01-30,2024-12-21,10,1.67,7.36,90.97,0.0,In-Store,22.22
2517,40,Male,Miami,2022-08-12,872,1657.91,8,1560.0,195.0,2023-04-01,2024-08-14,139,0.0,0.0,100.0,0.0,Online,62.5
2518,18,Male,Dallas,2023-05-06,605,800.0,12,800.0,66.67,2023-05-26,2024-11-20,41,70.0,8.75,0.0,21.25,Online,83.33
2519,47,Male,Houston,2021-06-27,1283,1314.56,13,1043.0,80.23,2023-02-12,2024-12-07,24,40.75,16.3,39.31,3.64,In-Store,7.69
2520,18,Female,San Diego,2023-06-14,566,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2521,36,Female,Houston,2024-03-13,293,30.0,1,30.0,30.0,2024-06-08,2024-06-08,206,100.0,0.0,0.0,0.0,Online,100.0
2522,18,Female,San Diego,2023-06-29,551,453.0,8,453.0,56.62,2023-07-03,2024-09-19,103,61.81,7.73,0.0,30.46,Online,100.0
2523,35,Female,San Antonio,2021-08-03,1246,1852.96,10,1710.0,171.0,2023-03-27,2024-12-31,0,0.0,0.0,100.0,0.0,Online,70.0
2524,40,Male,Houston,2021-03-25,1377,2136.77,11,1785.0,162.27,2023-01-06,2024-12-20,11,4.2,0.0,95.8,0.0,In-Store,36.36
2525,34,Male,San Antonio,2024-04-04,271,75.0,2,75.0,37.5,2024-05-29,2024-09-21,101,53.33,46.67,0.0,0.0,In-Store,0.0
2526,23,Female,San Diego,2021-02-28,1402,844.57,4,455.0,113.75,2023-01-09,2023-07-19,531,30.77,0.0,65.93,3.3,Online,75.0
2527,43,Female,Miami,2021-06-04,1306,479.82,3,112.5,37.5,2023-06-16,2024-09-19,103,0.0,62.22,0.0,37.78,Online,100.0
2528,27,Female,New York,2022-09-27,826,1208.85,20,1151.0,57.55,2023-01-18,2024-12-24,7,35.19,48.22,0.0,16.59,Online,90.0
2529,24,Female,Philadelphia,2021-07-12,1268,987.29,13,852.5,65.58,2023-03-30,2024-11-10,51,57.48,12.32,0.0,30.21,Online,76.92
2530,26,Female,Dallas,2024-04-17,258,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2531,46,Male,Miami,2021-09-11,1207,633.48,2,440.0,220.0,2023-11-13,2024-06-21,193,0.0,0.0,100.0,0.0,In-Store,50.0
2532,41,Male,San Diego,2021-03-11,1391,814.32,5,625.0,125.0,2023-04-03,2024-11-01,60,13.6,0.0,86.4,0.0,In-Store,40.0
2533,45,Male,New York,2022-08-29,855,147.27,2,52.5,26.25,2024-03-30,2024-09-23,99,0.0,57.14,0.0,42.86,In-Store,0.0
2534,26,Male,San Antonio,2023-01-14,717,876.0,12,876.0,73.0,2023-02-25,2024-12-19,12,68.49,0.0,0.0,31.51,Online,100.0
2535,64,Male,Phoenix,2023-11-06,421,795.0,5,795.0,159.0,2023-11-25,2024-11-13,48,16.98,0.0,83.02,0.0,In-Store,20.0
2536,51,Male,Miami,2022-07-27,888,917.93,10,800.0,80.0,2023-10-01,2024-11-19,42,43.75,25.0,31.25,0.0,In-Store,10.0
2537,58,Female,San Diego,2022-04-26,980,373.64,5,247.5,49.5,2023-01-09,2024-12-06,25,24.24,14.14,0.0,61.62,In-Store,20.0
2538,23,Male,Chicago,2022-07-08,907,369.67,6,328.5,54.75,2023-01-01,2024-06-03,211,42.62,21.31,0.0,36.07,Online,100.0
2539,36,Female,Philadelphia,2024-03-30,276,150.0,1,150.0,150.0,2024-10-10,2024-10-10,82,0.0,0.0,100.0,0.0,Online,100.0
2540,57,Male,San Diego,2021-11-10,1147,358.26,1,65.0,65.0,2023-04-19,2023-04-19,622,100.0,0.0,0.0,0.0,In-Store,0.0
2541,20,Female,Philadelphia,2023-05-06,605,922.5,17,922.5,54.26,2023-06-03,2024-12-29,2,65.04,14.09,0.0,20.87,Online,88.24
2542,44,Female,Los Angeles,2024-02-16,319,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0
2543,35,Male,Dallas,2023-03-01,671,1200.0,7,1200.0,171.43,2023-04-30,2023-12-29,368,0.0,0.0,100.0,0.0,In-Store,28.57
2544,25,Male,Philadelphia,2023-10-17,441,892.5,17,892.5,52.5,2023-11-03,2024-12-21,10,63.87,16.81,0.0,19.33,Online,94.12
2545,37,Male,New York,2022-07-05,910,2185.69,13,2105.0,161.92,2023-06-24,2024-12-11,20,3.09,0.0,96.91,0.0,Online,53.85
2546,55,Male,Philadelphia,2023-12-25,372,570.0,7,570.0,81.43,2024-04-13,2024-11-02,59,44.74,0.0,31.58,23.68,In-Store,28.57
2547,25,Female,San Antonio,2023-05-18,593,400.0,7,400.0,57.14,2023-10-10,2024-12-18,13,85.0,7.5,0.0,7.5,Online,57.14
2548,26,Female,Los Angeles,2021-04-15,1356,1242.14,16,967.5,60.47,2023-03-20,2024-10-14,78,49.61,6.2,0.0,44.19,Online,62.5
2549,18,Male,New York,2023-07-19,531,160.0,4,160.0,40.0,2023-08-28,2023-12-07,390,37.5,37.5,0.0,25.0,Online,75.0
